publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
Ancient Egypt									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8683	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008683	RAW
Ancient Rome									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8684	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008684	RAW
Ancient Greece									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8685	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008685	RAW
Ancient Britons									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8687	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008687	RAW
Ancient India									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8689	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008689	RAW
Ancient China									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8695	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100008695	RAW
Graphs									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8734	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008734	RAW
Decimals and exponents									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8735	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008735	RAW
Logical reasoning									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8736	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008736	RAW
Measurement									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8737	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008737	RAW
Fractions									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8738	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008738	RAW
Formulas									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8740	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008740	RAW
Area and volume									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8743	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008743	RAW
Coordinates									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8745	Agency for Instructional Technology.			fulltext		 Films Media Group,									100008745	RAW
Half past autumn life and art of Gordon Parks /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8750	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008750	RAW
La Parure									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8781	Maupassant, Guy de, 			fulltext		 Films Media Group,									100008781	RAW
Le Horla									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8783	Maupassant, Guy de, 			fulltext		 Films Media Group,									100008783	RAW
Facing the truth with Bill Moyers									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8798	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008798	RAW
Just like me talking about AIDS /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8802	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008802	RAW
Knowing the facts preventing infection /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8804	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008804	RAW
Democracy in China billion small voices /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8808	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008808	RAW
Honorable murder									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8817	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008817	RAW
Federico Garcia Lorca remembering the earth /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8819	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008819	RAW
Ancient treasures imperial art of China /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8822	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008822	RAW
Artful architecture Getty Center and Guggenheim Museum Bilbao /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8830	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008830	RAW
Indonesia at the crossroads									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8837	ABC International.			fulltext		 Films Media Group,									100008837	RAW
Bosnia's rite of return									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8838	ABC International.			fulltext		 Films Media Group,									100008838	RAW
Chinese art treasures of the national palace museum /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8854	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008854	RAW
Life at speed picking up the pace /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8883	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008883	RAW
Living on the edge line between scary and fun /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8887	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008887	RAW
Keeping up appearances culture of conformity /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8888	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008888	RAW
Diagnosing and treating diabetes									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8920	EBS Trust (Firm)			fulltext		 Films Media Group,									100008920	RAW
Diagnosing and treating cystic fibrosis									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8921	EBS Trust (Firm)			fulltext		 Films Media Group,									100008921	RAW
Annette von Droste-Hulshoff									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8923	Deutsche Welle.			fulltext		 Films Media Group,									100008923	RAW
Frank Gehry uncensored									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8931	Beyond Distribution Ltd.			fulltext		 Films Media Group,									100008931	RAW
Classical mythology its origins and impact /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8972	Bride Media International.			fulltext		 Films Media Group,									100008972	RAW
Archbishop Desmond Tutu with Bill Moyers									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8980	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100008980	RAW
Anything you can do, I can do better why the sexes excel differently /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8986	Actuality Films (Firm)			fulltext		 Films Media Group,									100008986	RAW
Love, love me, do how sex differences affect relationships /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8987	Actuality Films (Firm)			fulltext		 Films Media Group,									100008987	RAW
Magic of the image photography revealed /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=8995	ARTE France.			fulltext		 Films Media Group,									100008995	RAW
NYD not yet diagnosed /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9026	BuzzTaxi Communications Inc.			fulltext		 Films Media Group,									100009026	RAW
Che Guevara guerrilla to the end /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9043	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009043	RAW
Art and life in the middle ages Luttrell Psalter /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9045	4 Learning (Firm)			fulltext		 Films Media Group,									100009045	RAW
In search of Thoreau									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9047	Kaplan, Andrew.			fulltext		 Films Media Group,									100009047	RAW
Chinua Achebe Africa's voice /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9050	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009050	RAW
Appropriate actions teacher's guide to sexual harassment /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9051	Canada. Dept. of Finance.			fulltext		 Films Media Group,									100009051	RAW
An introduction to the Italian Renaissance									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9055	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009055	RAW
Mind over matter advances in brain research /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9061	Exploitation Pictures.			fulltext		 Films Media Group,									100009061	RAW
High Expectations									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9087	Agency for Instructional Technology.			fulltext		 Films Media Group,									100009087	RAW
Effective instructional strategies									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9088	Agency for Instructional Technology.			fulltext		 Films Media Group,									100009088	RAW
Learning essential skills									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9089	Agency for Instructional Technology.			fulltext		 Films Media Group,									100009089	RAW
Monitoring student progress									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9090	Agency for Instructional Technology.			fulltext		 Films Media Group,									100009090	RAW
Free market economies commanding heights /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9100	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009100	RAW
Free speech for sale Bill Moyers special /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9103	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009103	RAW
Jose Marti Cuba's patriot-poet /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9120	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009120	RAW
Miguel de Unamuno el rector /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9122	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009122	RAW
Jackson Pollock and Mark Rothko icons of abstract expressionism /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9125	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009125	RAW
Force									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9134	Cambridge Educational (Firm)			fulltext		 Films Media Group,									100009134	RAW
Mass									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9135	Cambridge Educational (Firm)			fulltext		 Films Media Group,									100009135	RAW
Acceleration									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9136	Cambridge Educational (Firm)			fulltext		 Films Media Group,									100009136	RAW
John Updike A&P /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9137	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009137	RAW
Eudora Welty worn path /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9138	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009138	RAW
Fooling with words Bill Moyers special /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9143	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009143	RAW
From Apprenticeship to the academy									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9165	Simon, Elena Pinto.			fulltext		 Films Media Group,									100009165	RAW
Into the post-war era									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9168	Simon, Elena Pinto.			fulltext		 Films Media Group,									100009168	RAW
Intelligence, creativity, and thinking styles									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9173	Agency for Instructional Technology.			fulltext		 Films Media Group,									100009173	RAW
Napoleon Bonaparte									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9174	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009174	RAW
Inside the fib surviving the street /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9176	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009176	RAW
India struggle for independence /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9178	Eagle Rock Entertainment.			fulltext		 Films Media Group,									100009178	RAW
Found voices slave narratives /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9180	ABC News Productions.			fulltext		 Films Media Group,									100009180	RAW
One brief life Baby L Case /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9183	CTVC (Firm)			fulltext		 Films Media Group,									100009183	RAW
Anatomy of the shoulder									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9187	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009187	RAW
Anatomy of the hand									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9188	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009188	RAW
Anatomy of the knee									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9189	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009189	RAW
HPV issues and answers /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9191	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009191	RAW
A Critical guide to the odyssey									http://fod.infobase.com/PortalPlaylists.aspx?xtid=9196	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100009196	RAW
